seed,system,step,corrections,buffer_size,init_secs,pred_secs,correct_secs,acc_novel,acc_original
2,bounded_substrate_fifo_5000,300,131,5000,0.0065,2.3325,0.088,0.76,0.605
2,bounded_substrate_fifo_5000,350,144,5000,0.0065,2.564,0.0965,0.795,0.605
2,bounded_substrate_fifo_5000,400,151,5000,0.0065,2.6885,0.1021,0.8,0.605
2,bounded_substrate_fifo_5000,450,162,5000,0.0065,2.8616,0.1096,0.8075,0.605
2,bounded_substrate_fifo_5000,500,172,5000,0.0065,3.0191,0.1171,0.825,0.605
2,bounded_substrate_fifo_5000,550,180,5000,0.0065,3.1626,0.1241,0.83,0.59
2,bounded_substrate_fifo_5000,600,185,5000,0.0065,3.2576,0.1286,0.835,0.59
2,bounded_substrate_fifo_5000,650,200,5000,0.0065,3.5082,0.1376,0.84,0.59
2,bounded_substrate_fifo_5000,700,206,5000,0.0065,3.6177,0.1421,0.8525,0.5875
2,bounded_substrate_fifo_5000,750,213,5000,0.0065,3.7282,0.1476,0.8525,0.585
2,bounded_substrate_fifo_5000,800,217,5000,0.0065,3.7877,0.1501,0.8525,0.585
2,bounded_substrate_fifo_5000,850,229,5000,0.0065,3.9993,0.1586,0.86,0.585
2,bounded_substrate_fifo_5000,900,236,5000,0.0065,4.1243,0.1621,0.87,0.5825
2,bounded_substrate_fifo_5000,950,240,5000,0.0065,4.2008,0.1646,0.8725,0.5825
2,bounded_substrate_fifo_5000,1000,245,5000,0.0065,4.2968,0.1686,0.875,0.5825
2,bounded_substrate_fifo_5000,1050,249,5000,0.0065,4.3749,0.1711,0.88,0.5825
2,bounded_substrate_fifo_5000,1100,257,5000,0.0065,4.5154,0.1766,0.88,0.5825
2,bounded_substrate_fifo_5000,1150,262,5000,0.0065,4.6074,0.1796,0.885,0.58
2,bounded_substrate_fifo_5000,1200,263,5000,0.0065,4.6334,0.1806,0.885,0.58
2,bounded_substrate_fifo_5000,1250,271,5000,0.0065,4.7774,0.1856,0.8875,0.575
2,bounded_substrate_fifo_5000,1300,279,5000,0.0065,4.9175,0.1926,0.8925,0.565
2,bounded_substrate_fifo_5000,1350,281,5000,0.0065,4.9615,0.1946,0.8925,0.5625
2,bounded_substrate_fifo_5000,1400,292,5000,0.0065,5.156,0.2026,0.895,0.5625
2,bounded_substrate_fifo_5000,1450,299,5000,0.0065,5.285,0.2066,0.895,0.565
2,bounded_substrate_fifo_5000,1500,302,5000,0.0065,5.344,0.2086,0.895,0.565
2,bounded_substrate_fifo_5000,1517,303,5000,0.0065,5.364,0.2091,0.895,0.565
